2016-08-27T12:41:18.127,rcv,1472301678127,1472301678115,6c313a2d-4c53-44d2-9348-db8ac7240c25
2016-08-27T12:41:20.029,rcv,1472301680029,1472301680013,73dccd1c-78b5-4a2d-9adc-1bcd3c10af73
2016-08-27T12:41:20.435,rcv,1472301680435,1472301680429,c80d9c30-92b9-4cd0-ae5b-c7ad37cd2df9
2016-08-27T12:41:20.791,rcv,1472301680791,1472301680784,0580d2ce-62a5-4d83-a005-31ea6dc44f00
2016-08-27T12:41:21.206,rcv,1472301681206,1472301681195,9efb2046-7f33-4463-8f96-5e31086735d0
2016-08-27T12:41:21.974,rcv,1472301681974,1472301681967,e7272019-a3de-44bd-89c4-27ab4ebd4115
2016-08-27T12:41:22.275,rcv,1472301682275,1472301682265,8806d58c-daaa-44ee-beb4-8a94172365f6
2016-08-27T12:41:22.741,rcv,1472301682741,1472301682735,f993f768-be0f-4a91-a697-262ab121241e
2016-08-27T12:41:23.044,rcv,1472301683044,1472301683037,106c8652-6508-4a31-86b3-f5b2a0bff7a1
2016-08-27T12:41:23.107,rcv,1472301683107,1472301683102,47f068fc-5481-47e1-9b13-c8384daba390
2016-08-27T12:41:23.254,rcv,1472301683254,1472301683242,60e93b3d-a7dc-4da6-9ba2-87ce591af299
2016-08-27T12:41:23.877,rcv,1472301683877,1472301683875,8ee354b9-accb-435b-aaf7-1ebb848379a7
2016-08-27T12:41:24.417,rcv,1472301684417,1472301684414,6418afc7-1eb0-4bf7-8bbb-eb410542f99b
2016-08-27T12:41:25.495,rcv,1472301685495,1472301685388,c4ada56e-ca69-4f2d-b491-d43ef8df8dcf
2016-08-27T12:41:25.558,rcv,1472301685558,1472301685550,5fb9d90f-bb4d-4ecb-a7a4-e41eb49ad4c4
2016-08-27T12:41:26.185,rcv,1472301686185,1472301686184,513ec034-042d-4dc9-a4eb-92ee2b05aae6
2016-08-27T12:41:26.197,rcv,1472301686197,1472301686182,20df63e3-bd83-4686-a668-bb1b4e146c00
2016-08-27T12:41:27.028,rcv,1472301687028,1472301687010,e7ba6f61-c007-4998-aa9d-712a50c1907e
2016-08-27T12:41:27.636,rcv,1472301687636,1472301687615,eb8faf82-2971-4c8c-9c23-c5288d4eea3b
2016-08-27T12:41:27.683,rcv,1472301687683,1472301687682,c93ebdc8-7ff0-43ab-87e5-7b2db1f7c009
2016-08-27T12:41:27.903,rcv,1472301687903,1472301687895,42fe5f15-206c-48cf-a630-1d3bfa9aa7ee
2016-08-27T12:41:29.209,rcv,1472301689209,1472301689197,7db129da-48db-4d76-b2a9-9ab1438460dc
2016-08-27T12:41:29.272,rcv,1472301689272,1472301689261,6ffdcd86-cf50-4ff5-bd4c-1789c649ea7d
2016-08-27T12:41:29.285,rcv,1472301689285,1472301689281,3dad23af-0f47-4119-8344-22e7abf061c1
2016-08-27T12:41:30.772,rcv,1472301690772,1472301690758,975265e9-6339-4b77-ba1a-205ba4605306
2016-08-27T12:41:30.961,rcv,1472301690961,1472301690955,5be995ff-3a03-4b79-ba7d-2fb730f3feb0
2016-08-27T12:41:30.980,rcv,1472301690980,1472301690975,d09f2590-f645-455c-9ef7-05f428b9e51f
2016-08-27T12:41:31.504,rcv,1472301691504,1472301691490,108ff4e8-be2f-4211-a7e4-633db51c52e4
2016-08-27T12:41:31.506,rcv,1472301691506,1472301691499,ab5ad355-59a3-41b1-9809-071b9ad2deb7
2016-08-27T12:41:31.594,rcv,1472301691594,1472301691587,573071df-ea34-469a-b703-65c3dc9e7ec8
2016-08-27T12:41:31.657,rcv,1472301691657,1472301691647,71e701d4-117e-4fae-9e27-8d0d4690609d
2016-08-27T12:41:33.259,rcv,1472301693259,1472301693250,2869aea6-665c-4fa5-a7eb-52f37648ada5
2016-08-27T12:41:33.270,rcv,1472301693270,1472301693266,33ef8455-98bc-40d3-91a8-061418d08892
2016-08-27T12:41:34.611,rcv,1472301694611,1472301694610,702a194d-287d-44df-9514-3c43755447be
2016-08-27T12:41:34.810,rcv,1472301694810,1472301694807,4127ced5-30f9-493c-ad4b-81930a39199a
2016-08-27T12:41:35.352,rcv,1472301695352,1472301695348,1cc39af1-510e-450e-a54c-bc79a89045cd
2016-08-27T12:41:35.512,rcv,1472301695512,1472301695506,fc47174d-2ee8-40bf-b56c-709d3ba26d5d
2016-08-27T12:41:36.109,rcv,1472301696109,1472301696100,34e6fc1b-8256-43d2-be75-ec883e956528
2016-08-27T12:41:36.849,rcv,1472301696849,1472301696845,edf36e4a-b5b9-4dd6-a6d0-7b7a229f68ae
2016-08-27T12:41:36.887,rcv,1472301696887,1472301696880,3385de94-a3bc-45a0-aeec-1128a0ac8311
2016-08-27T12:41:36.942,rcv,1472301696942,1472301696937,c7600740-1ec8-43c9-8fb0-9fb8ea94f044
2016-08-27T12:41:36.993,rcv,1472301696993,1472301696988,8b02f74c-e312-4995-bae0-e378469ef68f
2016-08-27T12:41:37.682,rcv,1472301697682,1472301697681,2e252973-50d8-4839-abb5-a780dd9f8a4d
2016-08-27T12:41:37.887,rcv,1472301697887,1472301697886,3e09c0b0-e3a8-4ce0-a5fa-7620919f796b
2016-08-27T12:41:38.386,rcv,1472301698386,1472301698375,2678db89-26d7-49f5-899d-0b91a09fd5d0
2016-08-27T12:41:38.691,rcv,1472301698691,1472301698681,06d02791-bf75-4dc8-9da8-458ab67ece2c
2016-08-27T12:41:39.285,rcv,1472301699285,1472301699280,16d45e50-c1ed-452c-b552-a61bf5e85621
2016-08-27T12:41:40.057,rcv,1472301700057,1472301700050,31c13b6c-2e1a-4282-a709-4e1a9c4936eb
2016-08-27T12:41:41.616,rcv,1472301701616,1472301701607,913d59e7-27e1-4e78-9cc5-aa08083c47f0
2016-08-27T12:41:41.767,rcv,1472301701767,1472301701760,fa277dfe-1914-4f72-aacb-ce6c1a9370a9
2016-08-27T12:41:42.221,rcv,1472301702221,1472301702215,d7885655-0888-4057-a0ff-9cf41c15e249
2016-08-27T12:41:42.277,rcv,1472301702277,1472301702268,46a3a8e3-97cd-4913-9b3e-8b34a7bcb171
2016-08-27T12:41:42.313,rcv,1472301702313,1472301702305,7c956811-34ea-48c4-afe1-3a476eabcfdf
2016-08-27T12:41:42.369,rcv,1472301702369,1472301702361,63d3f502-c4cb-438b-bd37-d742f1df3187
2016-08-27T12:41:42.993,rcv,1472301702993,1472301702987,c69bdc86-c752-4cb5-bdc2-17c6cd908c76
2016-08-27T12:41:43.065,rcv,1472301703065,1472301703064,15fc3990-1529-4caf-983d-233d02591840
2016-08-27T12:41:44.736,rcv,1472301704736,1472301704734,4dace481-9453-4606-9dff-524dc0a3559c
2016-08-27T12:41:46.170,rcv,1472301706170,1472301706167,7cb73c80-8871-4caa-acf0-f92d2e6c1447
2016-08-27T12:41:46.808,rcv,1472301706808,1472301706801,690cfe92-3350-4529-af64-ac6a2d452a25
2016-08-27T12:41:47.058,rcv,1472301707058,1472301707048,d867a398-6979-4b16-83c0-c3e65448b0c1
2016-08-27T12:41:48.346,rcv,1472301708346,1472301708340,b675a6f9-eab2-4ac4-a299-bfa3bf19efe8
2016-08-27T12:41:48.478,rcv,1472301708478,1472301708474,58abcd05-5f1c-4ab0-bc09-0cfaa69259d6
2016-08-27T12:41:49.240,rcv,1472301709240,1472301709226,bf588b55-3b03-462e-94c6-7b1f801723c6
2016-08-27T12:41:50.018,rcv,1472301710018,1472301710015,625127d6-dd74-490c-81f9-4cd85fb7acd7
2016-08-27T12:41:50.216,rcv,1472301710216,1472301710216,8de24ebf-4f13-4edd-ab60-589d69af4158
